title,opening_date,closing_date,year,year_closed,theatre_name,production_type,show_type,n_performances,show_never_opened,revival,pre_broadway,limited_run,repertory,id,theatre_id
The Passing Show of 1921,1920-12-29,N/A,1920,N/A,Winter Garden Theatre,Original,N/A,191.0,0,0,0,0,0,1782,7070
Poor Little Ritz Girl,1920-07-28,1920-10-16,1920,1920.0,Central Theatre,Original,Musical,93.0,0,0,0,0,0,1784,5525
Tickle Me,1920-08-17,1921-02-12,1920,1921.0,Selwyn Theatre,Original,Musical,207.0,0,0,0,0,0,1788,7063
Wo Die Lerche Singt,1920-12-27,N/A,1920,N/A,Manhattan Opera House,Original,Musical,5.0,0,0,0,0,0,1791,7375
Bombo,1921-10-06,N/A,1921,N/A,Jolson's 59th Street Theatre,Original,Musical,218.0,0,0,0,0,0,1794,7316
Erminie,1921-01-03,N/A,1921,N/A,Park Theatre,Revival,Musical,64.0,0,1,0,0,0,1798,7366
Good Morning Dearie,1921-11-01,1922-08-26,1921,1922.0,Globe Theatre,Original,Musical,347.0,0,0,0,0,0,1800,5135
The Greenwich Village Follies [1921],1921-08-31,1922-01-21,1921,1922.0,Shubert Theatre,Original,Revue,167.0,0,0,0,0,0,1801,5075
The Midnight Rounders of 1921,1921-02-07,1921-04-02,1921,1921.0,Century Promenade,Original,Musical,49.0,0,0,0,0,0,1808,7192
Tangerine,1921-08-09,N/A,1921,N/A,Casino Theatre,Original,Musical,361.0,0,0,0,0,0,1821,7167
The Three Musketeers,1921-05-19,N/A,1921,N/A,Manhattan Opera House,Original,Musical,5.0,0,0,0,0,0,1822,7375
Two Little Girls in Blue,1921-05-03,1921-08-27,1921,1921.0,George M. Cohan's Theatre,Original,Musical,135.0,0,0,0,0,0,1823,5266
The Bunch and Judy,1922-11-28,N/A,1922,N/A,Globe Theatre,Original,Musical,63.0,0,0,0,0,0,1829,5135
Daffy Dill,1922-08-22,N/A,1922,N/A,Apollo Theatre,Original,Musical,71.0,0,0,0,0,0,1831,5355
For Goodness Sake,1922-02-21,1922-05-20,1922,1922.0,Lyric Theatre,Original,Musical,103.0,0,0,0,0,0,1833,5049
The French Doll,1922-02-20,1922-06-03,1922,1922.0,Lyceum Theatre,Original,N/A,120.0,0,0,0,0,0,1835,5194
The Greenwich Village Follies [1922],1922-09-12,1923-03-10,1922,1923.0,Shubert Theatre,Original,Revue,209.0,0,0,0,0,0,1841,5075
Little Nellie Kelly,1922-11-13,1923-07-07,1922,1923.0,Liberty Theatre,Original,Musical,276.0,0,0,0,0,0,1845,5250
Make It Snappy,1922-04-13,1922-07-01,1922,1922.0,Winter Garden Theatre,Original,Revue,96.0,0,0,0,0,0,1847,5090
Orange Blossoms,1922-09-19,1922-12-09,1922,1922.0,Fulton Theatre,Original,N/A,95.0,0,0,0,0,0,1851,7238
Our Nell,1922-12-04,1923-01-06,1922,1923.0,Nora Bayes Theatre,Original,Musical,40.0,0,0,0,0,0,1852,6108
The Passing Show of 1922,1922-09-20,1922-12-02,1922,1922.0,Winter Garden Theatre,Original,Revue,85.0,0,0,0,0,0,1853,5090
Pins and Needles!,1922-02-01,N/A,1922,N/A,Shubert Theatre,Original,Revue,46.0,0,0,0,0,0,1856,5075
Plantation Revue,1922-07-17,1922-08-12,1922,1922.0,48th Street Theatre,Original,Revue,33.0,0,0,0,0,0,1857,7094
Queen O' Hearts,1922-10-10,1922-11-11,1922,1922.0,George M. Cohan's Theatre,Original,Musical,40.0,0,0,0,0,0,1858,5266
Raymond Hitchcock's Pin Wheel,1922-06-15,N/A,1922,N/A,Earl Carroll Theatre,Original,Revue,28.0,0,0,0,0,0,1859,7211
Spice of 1922,1922-07-06,1922-09-09,1922,1922.0,Winter Garden Theatre,Original,Revue,85.0,0,0,0,0,0,1865,5090
The Yankee Princess,1922-10-02,1922-12-09,1922,1922.0,Knickerbocker Theatre,Original,Musical,80.0,0,0,0,0,0,1871,5300
Bombo,1923-05-14,N/A,1923,N/A,N/A,Revival,Musical,32.0,0,1,0,0,0,1874,0
Caroline,1923-01-31,1923-06-09,1923,1923.0,Ambassador Theatre,Original,Musical,151.0,0,0,0,0,0,1875,6987
Elsie,1923-04-02,N/A,1923,N/A,Vanderbilt Theatre,Original,Musical,40.0,0,0,0,0,0,1880,5086
The Greenwich Village Follies [1923],1923-09-20,N/A,1923,N/A,Winter Garden Theatre,Original,Revue,140.0,0,0,0,0,0,1885,5090
Jack and Jill,1923-03-22,N/A,1923,N/A,Globe Theatre,Original,Musical,92.0,0,0,0,0,0,1888,7018
Little Miss Bluebeard,1923-08-28,N/A,1923,N/A,Lyceum Theatre,Original,N/A,175.0,0,0,0,0,0,1892,5194
Mary Jane McKane,1923-12-25,1924-05-03,1923,1924.0,Imperial Theatre,Original,Musical,151.0,0,0,0,0,0,1895,5042
Nifties of 1923,1923-09-25,N/A,1923,N/A,Fulton Theatre,Original,Revue,47.0,0,0,0,0,0,1898,7238
The Passing Show of 1923,1923-06-14,N/A,1923,N/A,Winter Garden Theatre,Original,N/A,118.0,0,0,0,0,0,1900,7070
The Rise of Rosie O'Reilly,1923-12-25,1924-03-15,1923,1924.0,Liberty Theatre,Original,Musical,87.0,0,0,0,0,0,1901,5250
Runnin' Wild,1923-10-29,1924-06-28,1923,1924.0,New Colonial Theatre,Original,Musical,228.0,0,0,0,0,0,1902,7512
Stepping Stones,1923-11-06,1924-05-31,1923,1924.0,Globe Theatre,Original,Musical,241.0,0,0,0,0,0,1905,5135
Wildflower,1923-02-07,1924-03-29,1923,1924.0,Casino Theatre,Original,Musical,477.0,0,0,0,0,0,1908,7167
Ziegfeld Follies of 1923 [Summer Edition],1923-06-25,N/A,1923,N/A,New Amsterdam Theatre,Original,Musical,96.0,0,0,0,0,0,1910,5169
Ziegfeld Follies of 1923,1923-10-20,N/A,1923,N/A,New Amsterdam Theatre,Original,Revue,233.0,0,0,0,0,0,1911,5169
Be Yourself,1924-09-03,N/A,1924,N/A,Harris Theatre,Original,Musical,93.0,0,0,0,0,0,1912,7342
The Chocolate Dandies,1924-09-01,N/A,1924,N/A,Colonial Theatre,Original,Musical,96.0,0,0,0,0,0,1918,5567
Dear Sir,1924-09-23,N/A,1924,N/A,Times Square Theatre,Original,Musical,15.0,0,0,0,0,0,1919,5085
The Greenwich Village Follies [1924],1924-09-16,N/A,1924,N/A,Shubert Theatre,Original,Revue,127.0,0,0,0,0,0,1927,5075
Lollipop,1924-01-21,1924-05-31,1924,1924.0,Knickerbocker Theatre,Original,Musical,152.0,0,0,0,0,0,1931,5300
Marjorie,1924-08-11,1924-12-13,1924,1924.0,Shubert Theatre,Original,Musical,144.0,0,0,0,0,0,1934,5075
The Passing Show of 1924,1924-09-03,N/A,1924,N/A,Winter Garden Theatre,Original,N/A,106.0,0,0,0,0,0,1939,7070
Round the Town,1924-05-21,N/A,1924,N/A,Century Promenade,Original,Musical,15.0,0,0,0,0,0,1943,7192
Sitting Pretty,1924-04-08,1924-06-28,1924,1924.0,Fulton Theatre,Original,Musical,95.0,0,0,0,0,0,1945,7238
Stepping Stones,1924-09-01,1924-10-04,1924,1924.0,Globe Theatre,Revival,Musical,40.0,0,1,0,0,0,1946,5135
Sweeney Todd,1924-07-16,N/A,1924,N/A,Frazee Theatre,Original,Musical,67.0,0,0,0,0,0,1947,7343
Sweet Little Devil,1924-01-21,1924-05-03,1924,1924.0,Astor Theatre,Original,Musical,120.0,0,0,0,0,0,1948,5889
Ziegfeld Follies of 1924,1924-06-24,N/A,1924,N/A,New Amsterdam Theatre,Original,Revue,295.0,0,0,0,0,0,1954,5169
Big Boy,1925-01-07,N/A,1925,N/A,Winter Garden Theatre,Original,Musical,56.0,0,0,0,0,0,1955,5090
Big Boy,1925-08-24,N/A,1925,N/A,44th Street Theatre,Revival,Musical,120.0,0,1,0,0,0,1956,7488
Captain Jinks,1925-09-08,N/A,1925,N/A,Martin Beck Theatre,Original,Musical,167.0,0,0,0,0,0,1959,7042
The City Chap,1925-10-26,N/A,1925,N/A,Liberty Theatre,Original,Musical,72.0,0,0,0,0,0,1961,5250
The Greenwich Village Follies [1925],1925-12-24,N/A,1925,N/A,Chanin's 46th Street Theatre,Original,Revue,180.0,0,0,0,0,0,1968,6996
Kosher Kitty Kelly,1925-06-15,N/A,1925,N/A,Times Square Theatre,Original,Musical,166.0,0,0,0,0,0,1970,5085
The Love Song,1925-01-13,N/A,1925,N/A,Century Theatre,Original,Musical,157.0,0,0,0,0,0,1972,7180
Mercenary Mary,1925-04-13,N/A,1925,N/A,Longacre Theatre,Original,Musical,136.0,0,0,0,0,0,1975,5211
"Merry, Merry",1925-09-24,N/A,1925,N/A,Vanderbilt Theatre,Original,Musical,197.0,0,0,0,0,0,1976,5086
The Mikado,1925-04-11,N/A,1925,N/A,44th Street Theatre,Revival,Musical,33.0,0,1,0,0,0,1977,7488
Naughty Cinderella,1925-11-09,N/A,1925,N/A,Lyceum Theatre,Original,N/A,121.0,0,0,0,0,0,1979,5194
Pierrot the Prodigal,1925-03-06,N/A,1925,N/A,48th Street Theatre,Revival,N/A,14.0,0,1,0,0,0,1982,7094
Princess Flavia,1925-11-02,N/A,1925,N/A,Century Theatre,Original,Musical,152.0,0,0,0,0,0,1983,7180
Princess Ida,1925-04-13,N/A,1925,N/A,Shubert Theatre,Revival,Musical,40.0,0,1,0,0,0,1984,5075
Song of the Flame,1925-12-30,N/A,1925,N/A,44th Street Theatre,Original,Musical,219.0,0,0,0,0,0,1988,5000
Tell Me More!,1925-04-13,N/A,1925,N/A,Gaiety Theatre,Original,Musical,100.0,0,0,0,0,0,1989,5443
Ziegfeld Follies of 1925,1925-07-06,N/A,1925,N/A,New Amsterdam Theatre,Original,Revue,88.0,0,0,0,0,0,1991,5169
Betsy,1926-12-28,N/A,1926,N/A,New Amsterdam Theatre,Original,Musical,39.0,0,0,0,0,0,1994,5169
Castles in the Air,1926-09-06,N/A,1926,N/A,Selwyn Theatre,Original,Musical,160.0,0,0,0,0,0,1997,7063
Criss Cross,1926-10-12,N/A,1926,N/A,Globe Theatre,Original,Musical,210.0,0,0,0,0,0,1999,5135
Garrick Gaieties,1926-05-10,N/A,1926,N/A,Garrick Theatre,Revival,Revue,174.0,0,1,0,0,0,2001,7524
Giroflé-Girofla,1926-11-22,N/A,1926,N/A,Jolson's 59th Street Theatre,Original,Musical,10.0,0,0,0,0,0,2003,7316
Honeymoon Lane,1926-09-20,N/A,1926,N/A,Knickerbocker Theatre,Original,Musical,353.0,0,0,0,0,0,2009,5300
H.M.S. Pinafore,1926-04-06,N/A,1926,N/A,Century Theatre,Revival,Musical,56.0,0,1,0,0,0,2010,7180
Iolanthe,1926-04-19,N/A,1926,N/A,Plymouth Theatre,Revival,Opera,255.0,0,1,0,0,0,2011,7054
Kitty's Kisses,1926-05-06,N/A,1926,N/A,Playhouse Theatre,Original,Musical,170.0,0,0,0,0,0,2013,5301
Raquel Meller,1926-10-25,N/A,1926,N/A,Henry Miller's Theatre,Original,N/A,13.0,0,0,0,0,0,2016,5039
Raquel Meller,1926-04-14,N/A,1926,N/A,Empire Theatre,Original,N/A,38.0,0,0,0,0,0,2017,7233
"Oh, Please!",1926-12-17,N/A,1926,N/A,Fulton Theatre,Original,Revue,75.0,0,0,0,0,0,2025,7238
Queen High,1926-09-08,N/A,1926,N/A,Ambassador Theatre,Original,Musical,367.0,0,0,0,0,0,2030,6987
The Ramblers,1926-09-20,N/A,1926,N/A,Lyric Theatre,N/A,N/A,289.0,0,0,0,0,0,2032,5049
"Twinkle, Twinkle",1926-11-16,N/A,1926,N/A,Liberty Theatre,Original,Musical,167.0,0,0,0,0,0,2034,5250
The Wild Rose,1926-10-20,N/A,1926,N/A,Martin Beck Theatre,Original,Musical,61.0,0,0,0,0,0,2035,7042
The Band Box Follies,1927-09-05,N/A,1927,N/A,Daly's 63rd Street Theatre,Original,Revue,8.0,0,0,0,0,0,2037,6055
"Bye, Bye, Bonnie",1927-01-13,1927-04-30,1927,1927.0,Ritz Theatre,N/A,Musical,125.0,0,0,0,0,0,2039,7057
The Cocoanuts,1927-05-16,N/A,1927,N/A,Century Theatre,Revival,Musical,16.0,0,1,0,0,0,2042,7180
The Five O'Clock Girl,1927-10-10,N/A,1927,N/A,44th Street Theatre,N/A,Musical,280.0,0,0,0,0,0,2045,5000
Golden Dawn,1927-11-30,N/A,1927,N/A,Hammerstein's Theatre,N/A,Musical,184.0,0,0,0,0,0,2047,7274
Harry Delmar's Revels,1927-11-28,N/A,1927,N/A,Shubert Theatre,Original,Revue,112.0,0,0,0,0,0,2050,5075
Iolanthe,1927-11-14,N/A,1927,N/A,Royale Theatre,Revival,Opera,11.0,0,1,0,0,0,2053,7059
Judy,1927-02-07,N/A,1927,N/A,Royale Theatre,Original,Musical,96.0,0,0,0,0,0,2054,7059
The Love Call,1927-10-24,N/A,1927,N/A,Majestic Theatre,Original,Musical,88.0,0,0,0,0,0,2059,5052
Lucky,1927-03-22,N/A,1927,N/A,New Amsterdam Theatre,Original,Musical,71.0,0,0,0,0,0,2061,5169
Manhattan Mary,1927-09-26,1928-05-12,1927,1928.0,Apollo Theatre,Original,Musical,264.0,0,0,0,0,0,2062,5355
The Merry Malones,1927-09-26,N/A,1927,N/A,Erlanger Theatre,N/A,Musical,216.0,0,0,0,0,0,2064,5187
The Mikado,1927-09-17,N/A,1927,N/A,Royale Theatre,N/A,Musical,110.0,0,0,0,0,0,2066,7059
My Maryland,1927-09-12,N/A,1927,N/A,Jolson's 59th Street Theatre,Original,Musical,312.0,0,0,0,0,0,2067,7316
My Princess,1927-10-06,N/A,1927,N/A,Shubert Theatre,Original,Musical,20.0,0,0,0,0,0,2068,5075
The New Yorkers,1927-03-10,N/A,1927,N/A,Edyth Totten Theatre,Original,Revue,52.0,0,0,0,0,0,2070,6187
Patience,1927-05-23,N/A,1927,N/A,Theatre Masque,Revival,Musical,16.0,0,1,0,0,0,2074,7044
Polly of Hollywood,1927-02-21,N/A,1927,N/A,George M. Cohan's Theatre,Original,Musical,24.0,0,0,0,0,0,2076,5266
Ruddigore,1927-05-20,N/A,1927,N/A,Cosmopolitan Theatre,Revival,Opera,19.0,0,1,0,0,0,2078,7368
Sidewalks of New York,1927-10-03,N/A,1927,N/A,Knickerbocker Theatre,Original,Musical,112.0,0,0,0,0,0,2081,5300
The White Eagle,1927-12-26,N/A,1927,N/A,Casino Theatre,Original,Musical,48.0,0,0,0,0,0,2085,7167
"Yes, Yes, Yvette",1927-10-03,N/A,1927,N/A,Harris Theatre,N/A,Musical,40.0,0,0,0,0,0,2088,7342
Yours Truly,1927-01-25,N/A,1927,N/A,Shubert Theatre,N/A,Musical,127.0,0,0,0,0,0,2089,5075
Ziegfeld Follies of 1927,1927-08-16,N/A,1927,N/A,New Amsterdam Theatre,Original,Revue,167.0,0,0,0,0,0,2090,5169
The Beggar's Opera,1928-03-28,N/A,1928,N/A,48th Street Theatre,Revival,Musical,36.0,0,1,0,0,0,2091,7094
Billie,1928-10-01,N/A,1928,N/A,Erlanger Theatre,N/A,Musical,112.0,0,0,0,0,0,2092,5187
Chee-Chee,1928-09-25,N/A,1928,N/A,Lew Fields' Mansfield Theatre,N/A,Musical,31.0,0,0,0,0,0,2094,7038
Cross My Heart,1928-09-17,N/A,1928,N/A,Knickerbocker Theatre,Original,Musical,64.0,0,0,0,0,0,2095,5300
Good Boy,1928-09-05,N/A,1928,N/A,Hammerstein's Theatre,Original,Musical,253.0,0,0,0,0,0,2096,7274
Hello Yourself!!!!,1928-10-30,N/A,1928,N/A,Casino Theatre,Original,Musical,87.0,0,0,0,0,0,2099,7167
Here's Howe,1928-05-01,N/A,1928,N/A,Broadhurst Theatre,Original,Musical,71.0,0,0,0,0,0,2100,5016
The Greenwich Village Follies [1928],1928-04-09,N/A,1928,N/A,Winter Garden Theatre,Original,Revue,128.0,0,0,0,0,0,2101,5090
Keep Shufflin',1928-02-27,N/A,1928,N/A,Daly's 63rd Street Theatre,Original,Musical,104.0,0,0,0,0,0,2104,6055
Paris,1928-10-08,N/A,1928,N/A,Music Box Theatre,N/A,Musical,195.0,0,0,0,0,0,2110,5057
Parisiana,1928-02-09,N/A,1928,N/A,Edyth Totten Theatre,Original,Musical,28.0,0,0,0,0,0,2111,6187
Patience,1928-06-25,N/A,1928,N/A,Theatre Masque,Revival,Musical,24.0,0,1,0,0,0,2112,7044
Present Arms,1928-04-26,N/A,1928,N/A,Lew Fields' Mansfield Theatre,N/A,Musical,155.0,0,0,0,0,0,2113,7038
Rain or Shine,1928-02-09,N/A,1928,N/A,George M. Cohan's Theatre,N/A,Musical,356.0,0,0,0,0,0,2114,5266
Rainbow,1928-11-21,N/A,1928,N/A,Chestnut Street Opera House,Original,Musical,29.0,0,0,0,0,0,2115,6840
Say When,1928-06-26,N/A,1928,N/A,Morosco Theatre,Original,Musical,15.0,0,0,0,0,0,2117,5488
She's My Baby,1928-01-03,1928-03-03,1928,1928.0,Globe Theatre,Original,Musical,71.0,0,0,0,0,0,2118,5135
Sunny Days,1928-02-08,N/A,1928,N/A,Imperial Theatre,Original,Musical,101.0,0,0,0,0,0,2120,5042
Sunny Days,1928-10-01,N/A,1928,N/A,Century Theatre,N/A,Musical,32.0,0,0,0,0,0,2121,7180
This Year of Grace,1928-11-07,N/A,1928,N/A,Selwyn Theatre,Original,Revue,157.0,0,0,0,0,0,2122,7063
Yours Truly,1928-03-12,N/A,1928,N/A,Century Theatre,Original,Musical,16.0,0,0,0,0,0,2126,7180
Bamboola,1929-06-26,N/A,1929,N/A,Royale Theatre,Original,Musical,34.0,0,0,0,0,0,2128,7059
Great Day,1929-10-17,1929-11-16,1929,1929.0,Cosmopolitan Theatre,Original,Musical,36.0,0,0,0,0,0,2139,7368
Heads Up,1929-11-11,1930-03-15,1929,1930.0,Alvin Theatre,N/A,Musical,144.0,0,0,0,0,0,2140,6905
Lady Fingers,1929-01-31,N/A,1929,N/A,Vanderbilt Theatre,Original,Musical,132.0,0,0,0,0,0,2142,5086
Murray Anderson's Almanac,1929-08-14,1929-10-12,1929,1929.0,Erlanger Theatre,N/A,Revue,69.0,0,0,0,0,0,2144,5187
Ned Wayburn's Gambols,1929-01-15,N/A,1929,N/A,Knickerbocker Theatre,Original,Revue,31.0,0,0,0,0,0,2146,5300
Polly,1929-01-08,N/A,1929,N/A,Lyric Theatre,Original,Musical,15.0,0,0,0,0,0,2152,7358
Show Girl,1929-07-02,1929-10-05,1929,1929.0,Ziegfeld Theatre,Original,Musical,111.0,0,0,0,0,0,2154,7493
Sons O' Guns,1929-11-26,1930-08-09,1929,1930.0,Imperial Theatre,Original,Musical,295.0,0,0,0,0,0,2156,5042
Spring is Here,1929-03-11,N/A,1929,N/A,Alvin Theatre,Original,Musical,104.0,0,0,0,0,0,2157,6905
Top Speed,1929-12-25,1930-03-22,1929,1930.0,Chanin's 46th Street Theatre,Original,Musical,104.0,0,0,0,0,0,2160,6996
Wake Up and Dream,1929-12-30,1930-04-26,1929,1930.0,Selwyn Theatre,N/A,Musical,136.0,0,0,0,0,0,2162,7063
"Woof, Woof",1929-12-25,N/A,1929,N/A,Royale Theatre,Original,Musical,46.0,0,0,0,0,0,2163,7059
Ballyhoo of 1930,1930-12-22,N/A,1930,N/A,Hammerstein's Theatre,Original,Musical,68.0,0,0,0,0,0,2165,7274
Maurice Chevalier,1930-03-30,N/A,1930,N/A,Fulton Theatre,Original,N/A,18.0,0,0,0,0,0,2168,7238
Garrick Gaieties,1930-06-04,N/A,1930,N/A,Guild Theatre,Revival,Revue,158.0,0,1,0,0,0,2170,7024
Garrick Gaieties,1930-10-16,N/A,1930,N/A,Guild Theatre,Original,Revue,12.0,0,0,0,0,0,2171,7024
"Hello, Paris",1930-11-15,N/A,1930,N/A,Shubert Theatre,Original,Musical,33.0,0,0,0,0,0,2172,5075
The Green Pastures,1930-02-26,1931-08-29,1930,1931.0,Mansfield Theatre,Original,N/A,640.0,0,0,0,0,0,2173,7037
Luana,1930-09-17,N/A,1930,N/A,Hammerstein's Theatre,Original,Musical,21.0,0,0,0,0,0,2178,7274
Nina Rosa,1930-09-20,N/A,1930,N/A,Majestic Theatre,Original,Musical,137.0,0,0,0,0,0,2181,5052
Nine-Fifteen Revue,1930-02-11,1930-02-15,1930,1930.0,George M. Cohan's Theatre,Original,Revue,7.0,0,0,0,0,0,2182,5266
The Prince of Pilsen,1930-01-13,1930-01-25,1930,1930.0,Jolson's 59th Street Theatre,Revival,Musical,16.0,0,1,0,0,0,2183,7316
Princess Charming,1930-10-13,N/A,1930,N/A,Imperial Theatre,Original,Musical,56.0,0,0,0,0,0,2184,5042
The Serenade,1930-03-04,N/A,1930,N/A,Jolson's 59th Street Theatre,Revival,Musical,15.0,0,1,0,0,0,2187,7316
Simple Simon,1930-02-18,1930-06-14,1930,1930.0,Ziegfeld Theatre,N/A,Musical,135.0,0,0,0,0,0,2188,7493
Smiles,1930-11-18,N/A,1930,N/A,Ziegfeld Theatre,Original,Musical,63.0,0,0,0,0,0,2189,7493
Sweet and Low,1930-11-17,N/A,1930,N/A,Chanin's 46th Street Theatre,Original,Revue,184.0,0,0,0,0,0,2190,6996
The Vanderbilt Revue,1930-11-05,N/A,1930,N/A,Vanderbilt Theatre,Original,Revue,13.0,0,0,0,0,0,2192,5086
Who Cares?,1930-07-08,N/A,1930,N/A,Chanin's 46th Street Theatre,Original,Revue,32.0,0,0,0,0,0,2194,6996
The Chimes of Normandy,1931-11-02,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,16.0,0,1,0,0,0,2198,7000
Everybody's Welcome,1931-10-13,N/A,1931,N/A,Shubert Theatre,Original,Musical,139.0,0,0,0,0,0,2201,5075
The Geisha,1931-10-05,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,16.0,0,1,0,0,0,2205,7000
The Gondoliers,1931-06-01,N/A,1931,N/A,Erlanger's Theatre,Revival,Opera,16.0,0,1,0,0,0,2206,7000
Green Grow the Lilacs,1931-01-26,N/A,1931,N/A,Guild Theatre,Original,N/A,64.0,0,0,0,0,0,2207,7024
H.M.S. Pinafore,1931-07-27,1931-08-08,1931,1931.0,Erlanger Theatre,Revival,Musical,16.0,0,1,0,1,1,2209,5187
H.M.S. Pinafore,1931-05-18,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,17.0,0,1,0,0,0,2210,7000
Iolanthe,1931-07-13,N/A,1931,N/A,Erlanger's Theatre,Revival,Opera,24.0,0,1,0,0,0,2211,7000
The Laugh Parade,1931-11-02,1932-05-21,1931,1932.0,Imperial Theatre,Original,Revue,231.0,0,0,0,0,0,2213,5042
The Mikado,1931-05-04,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,16.0,0,1,0,0,0,2214,7000
The Mikado,1931-08-24,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,32.0,0,1,0,0,0,2215,7000
Patience,1931-06-15,N/A,1931,N/A,Erlanger's Theatre,Revival,Musical,16.0,0,1,0,0,0,2216,7000
Rhapsody in Black,1931-05-04,N/A,1931,N/A,Sam H. Harris Theatre,Original,Revue,80.0,0,0,0,0,0,2217,6152
Ruddigore,1931-08-10,N/A,1931,N/A,Erlanger's Theatre,Revival,Opera,16.0,0,1,0,0,0,2218,7000
Shoot the Works!,1931-07-21,N/A,1931,N/A,George M. Cohan's Theatre,Original,Revue,87.0,0,0,0,0,0,2219,5266
Simple Simon,1931-03-09,N/A,1931,N/A,Majestic Theatre,Revival,Musical,16.0,0,1,0,0,0,2220,5052
Singin' the Blues,1931-09-16,1931-10-24,1931,1931.0,Liberty Theatre,Original,N/A,45.0,0,0,0,0,0,2221,5250
Trial by Jury,1931-07-27,1931-08-08,1931,1931.0,Erlanger Theatre,Revival,Musical,16.0,0,1,0,1,1,2223,5187
The Wonder Bar,1931-03-17,N/A,1931,N/A,Nora Bayes Theatre,Original,N/A,76.0,0,0,0,0,0,2225,6108
Ziegfeld Follies of 1931,1931-07-01,1931-11-21,1931,1931.0,Ziegfeld Theatre,Original,Revue,165.0,0,0,0,0,0,2227,7493
The Cat and the Fiddle,1931-10-15,1932-09-24,1931,1932.0,Globe Theatre,Original,Musical,395.0,0,0,0,0,0,2228,5135
Ballyhoo of 1932,1932-09-06,N/A,1932,N/A,44th Street Theatre,Original,Musical,95.0,0,0,0,0,0,2229,5000
The Dubarry,1932-11-22,1933-02-04,1932,1933.0,George M. Cohan's Theatre,Original,Musical,87.0,0,0,0,0,0,2234,5266
George White's Music Hall Varieties [1932],1932-11-22,1932-12-31,1932,1932.0,Casa Manana,Original,Revue,47.0,0,0,0,0,0,2235,5022
Hot-Cha!,1932-03-08,N/A,1932,N/A,Ziegfeld Theatre,Original,Musical,119.0,0,0,0,0,0,2237,7493
Maurice Chevalier,1932-02-09,N/A,1932,N/A,Fulton Theatre,Original,N/A,17.0,0,0,0,0,0,2240,7238
Tell Her the Truth,1932-10-28,N/A,1932,N/A,Cort Theatre,Original,Musical,11.0,0,0,0,0,0,2245,5028
There You Are,1932-05-16,N/A,1932,N/A,George M. Cohan's Theatre,Original,Musical,8.0,0,0,0,0,0,2246,5266
Through the Years,1932-01-28,N/A,1932,N/A,Manhattan Theatre,Original,Musical,20.0,0,0,0,0,0,2247,5139
Walk a Little Faster,1932-12-07,1933-03-18,1932,1933.0,St. James Theatre,Original,Revue,119.0,0,0,0,0,0,2248,5077
Yeah Man,1932-05-26,N/A,1932,N/A,Park Lane Theatre,Original,N/A,2.0,0,0,0,0,0,2249,7108
The Bohemian Girl,1933-07-27,N/A,1933,N/A,Majestic Theatre,Revival,Opera,11.0,0,1,0,0,0,2251,5052
Candide,1933-05-15,1933-05-01,1933,1933.0,Booth Theatre,Original,Other,8.0,0,0,0,0,0,2252,5334
"Champagne, Sec",1933-10-14,1934-01-20,1933,1934.0,Morosco Theatre,Original,Musical,113.0,0,0,0,0,0,2253,5488
Hold Your Horses,1933-09-25,1933-12-09,1933,1933.0,Winter Garden Theatre,Original,Musical,88.0,0,0,0,0,0,2254,5090
H.M.S. Pinafore,1933-05-08,1933-05-20,1933,1933.0,St. James Theatre,Revival,Musical,16.0,0,1,0,1,1,2255,5077
Let 'Em Eat Cake,1933-10-21,1934-01-06,1933,1934.0,Imperial Theatre,Original,Musical,90.0,0,0,0,0,0,2257,5042
The Mikado,1933-04-17,N/A,1933,N/A,St. James Theatre,Revival,Musical,16.0,0,1,0,0,0,2259,5077
Murder at the Vanities,1933-09-12,1934-03-10,1933,1934.0,New Amsterdam Theatre,Original,Revue,207.0,0,0,0,0,0,2260,5169
Strike Me Pink,1933-03-04,1933-06-10,1933,1933.0,Majestic Theatre,Original,Revue,122.0,0,0,0,0,0,2265,5052
Trial by Jury,1933-05-08,1933-05-20,1933,1933.0,St. James Theatre,Revival,Musical,16.0,0,1,0,1,1,2267,5077
The Yeomen of the Guard,1933-08-14,N/A,1933,N/A,Majestic Theatre,Revival,Musical,8.0,0,1,0,0,0,2268,5052
Conversation Piece,1934-10-23,1934-12-08,1934,1934.0,44th Street Theatre,Original,Musical,55.0,0,0,0,0,0,2273,5000
Fools Rush In,1934-12-25,1935-01-04,1934,1935.0,Playhouse Theatre,Original,Revue,14.0,0,0,0,0,0,2274,5301
The Gondoliers,1934-09-03,1934-12-15,1934,1934.0,Martin Beck Theatre,Revival,Opera,19.0,0,1,0,1,1,2275,7042
H.M.S. Pinafore,1934-04-16,1934-05-19,1934,1934.0,Majestic Theatre,Revival,Musical,16.0,0,1,0,1,1,2277,5052
H.M.S. Pinafore,1934-09-13,1934-11-29,1934,1934.0,Martin Beck Theatre,Revival,Musical,15.0,0,1,0,1,1,2278,7042
Iolanthe,1934-04-30,N/A,1934,N/A,Majestic Theatre,Revival,Opera,8.0,0,1,0,1,1,2279,5052
